Level Name,Creator,Song,ID,Tier,Enjoyment
Electro Clubbin,MrNeon,Clubstep,1880278,1.88,5.81
Antimatter,AeonAir,Electrodynamix,1884887,7.32,5.79
area nys15 the 4,nys,Clubstep,1887760,7.96,4.68
Electric Mine,TrueNature,Electrodynamix,1891945,4.00,6.53
Shadows of Hell,Nox,Clutterfunk,1898361,6.72,5.86
Project J,Jax,Electrodynamix,1908735,4.25,6.56
Psicho Forest,-,Base After Base,1918060,13.66,3.53
Crazy xStep,Dorami,xStep,1918995,5.65,6.08
Code Red,EDSJustin,Clutterfunk,1928362,3.11,5.63
ClubNeon,ViPriN,Clubstep,1938283,6.70,4.00
theory of troll,-,Theory of Everything,1946486,16.63,3.37
Cycle Of Space,-,Cycles,1947702,9.65,4.81
TimeCore,Gelt,Time Machine,1957420,7.50,5.40
noobatropolis,noobas,Clubstep,1958628,5.00,5.29
Frozen Palace,Nox,Base After Base,1963422,4.75,6.89
Crazy Clutterfunk,Dorami,Clutterfunk,1971304,8.27,4.11
theory of botany,vismuth,Theory of Everything,1974388,7.27,5.30
Atlas,FunnyGame,Theory of Everything,1981025,1.89,6.31
extreme chaos,nether,Can't Let Go,2000451,16.11,4.56
Velodrome,ViPriN,Clutterfunk,2002615,6.99,6.25
Days Journey,ZenthicAlpha,Theory of Everything,2008749,4.87,6.56
X Force,KeiAs,Hexagon Force,2010671,10.33,5.00
The GClub,-,Clubstep,2017052,13.57,4.43
Championship,YunHaSeu14,Hexagon Force,2019027,6.89,5.50
Supreme CoLab,Rob Buck,Can't Let Go,2023862,7.56,6.86
dorabaedifficult4,DORABAE,Electrodynamix,2029133,1.17,5.91
Slopefunk,Noriega,Clutterfunk,2036336,10.15,7.00
Nitro Clubstep,Rek3dge,Clubstep,2038234,6.69,6.36
Electric Flare,ViPriN,Electrodynamix,2040390,4.15,5.29
HexagonFunk,Cox,Clutterfunk,2047722,11.75,2.50
Electroboy Extreme,Rob Buck,Electroman Adventures,2061769,7.74,3.50
Potatoguy Adven 3,BearWare,Electroman Adventures,2076454,11.33,6.92
VuLtRAGon,-,Hexagon Force,2080758,5.00,7.40
Space Club,D0meR,Clubstep,2085937,1.04,5.98
Chaotic Wires,ViPriN,Clubstep,2101980,5.25,5.20
Theory of Oblivion,Nox,Theory of Everything,2103895,6.00,6.56
Hexagon Road,TheRealDarnoc,Hexagon Force,2105382,6.07,6.33
8Bit Core,MaJackO,Electrodynamix,2108811,8.13,4.27
Valley of Dreams,noobas,Theory of Everything,2123704,6.32,8.46
System Break,Minesap,Electrodynamix,2128377,3.44,4.94
Crazy Clubstep,Dorami,Clubstep,2132770,6.63,4.63
Monstrosity,iBurger,Theory of Everything,2158028,3.30,6.04
Doomsday II,IIINePtunEIII,Can't Let Go,2167914,12.00,6.93
Final Sector,vismuth,Can't Let Go,2169502,10.65,6.75
cataclysm 1,Experience D,xStep,2174411,1.65,5.73
Abyssal Ruins,ViPriN,Electroman Adventures,2181011,3.75,5.00
Lazer Degree,DemonMKer,Cycles,2234135,2.86,5.35
Necropolis,IIINePtunEIII,Time Machine,2241592,18.03,4.70
Security Breach,ASonicMen,Clubstep,2244339,7.14,5.00
Oblivion Force,Nox,Hexagon Force,2251314,9.28,5.40
Cosmic Journey,ViPriN,Theory of Everything,2267013,6.75,6.00
NitroMan adventures,Rek3dge,Electroman Adventures,2270253,6.40,5.25
Deadly Theorystep,-,Theory of Everything,2273034,9.58,4.92
Cycles V Hard,DenDennisCool,Cycles,2278753,5.07,5.79
Significant,Dorami,Can't Let Go,2292458,7.48,5.57
Monster City,SilverSoul,Electrodynamix,2313423,1.19,5.61
Fallen Sky,Jormakeisari,Clubstep,2361597,7.65,7.13
Blade Dance,ViPriN,Clutterfunk,2371388,8.42,5.78
Red World,saRy,Clubstep,2374518,20.40,4.32
Theory of Anarchy,Insendium,Theory of Everything,2424173,7.75,5.00
Lake of Fire,weoweoteo,Dry Out,2456909,10.78,6.46
XyyStep,Rek3dge,xStep,2460276,6.18,5.89
SIMG Factorial 10,LunarSimg,xStep,2473054,12.86,7.12
Creeper Force,CreeperMILK,Hexagon Force,2487191,19.03,5.73
Gigas Shocked,Minesap,Clubstep,2488223,4.11,5.84
Cataclysmic Chaos,Nox,Clubstep,2539958,7.00,5.00
The Hazard Factory,-,Clubstep,2620443,5.90,6.38
Duxagon Force,DaddePro,Hexagon Force,2660262,9.25,4.64
MiracleFunk,Ggb0y,Clutterfunk,2665315,10.95,5.00
HydroCity,Zorochase,Hexagon Force,2689855,8.69,5.17
Punk Hazard,RoXion,Electrodynamix,2715001,3.97,5.00
WeoTheory,WazE,Theory of Everything,2734090,4.08,4.74
Clubbin,Evasium622,Clubstep,2748264,6.00,5.67
Digital Universe X,Dorami,xStep,2837105,5.86,6.00
Fire Temple,Michigun,Base After Base,2842129,9.97,5.26
insidious step,noobas,Clubstep,2842275,12.85,4.73
GrindCore,MaJackO,Lets Get Down (Dubstep),2859687,3.84,5.57
demonic clubstep,Creatorchess,Clubstep,2881970,13.42,5.89
Shadow Temple,Michigun,Clubstep,2891681,12.00,5.46
ToE 2 v2,polarmanzues,Theory of Everything 2,2912276,4.24,5.43
Gloomy City,BlackCat,Time Machine,2996459,13.08,5.58
DeCode,Rek3dge,-Endgame-,2997354,4.16,7.07
Cosmic dreamer,CdlAwesomeMe,Cosmic Dreamer,3000828,1.86,6.64
Club Force,RealSoulDash,Clubstep,3006593,9.70,5.31
ToE II v2,IIINePtunEIII,Theory of Everything 2,3013070,11.66,6.01
Chaotic Overdrive,Havok,-Chaotic-,3039143,7.94,5.67
Eternity,ViPriN,Eternity [Techno],3065806,7.00,6.06
S T O R M,SH3RIFFO,Electrodynamix,3070571,7.96,4.27
Chaoz Impact,TheRealDarnoc,ParagonX9 - Chaoz Impact,3081555,3.85,5.82
Alien World,Jeyzor,Roboland,3089115,6.88,5.20
IiI Demon Shade IiI,NiTro451,System Split - F-777,3122641,2.05,5.78
Path of the shadows,Evasium622,Theory of Everything,3139266,6.44,5.17
Dark angel,Terminus M,Dark Angel - F-777,3234464,11.65,4.38
Theory of SkriLLex,noobas,Skrillex GD Remix2,3264805,7.21,5.88
Ascend,Ggb0y,EnV - Uprise,3273541,8.06,6.15
Regret,CubeDasher,{dj-N} Regret,3275409,6.56,6.17
Doramis Processing,Dorami,Blast Processing,3285351,5.73,5.68
Final Stage,Rabbitical,-Endgame-,3316842,5.16,6.17
Insomnia,Glittershroom,Fijiwiji- Insomnia (F-777 RMX),3332936,2.05,6.65
Nitronic Freedom,Rek3dge,Infernoplex,3349728,11.98,4.79
Pokemon Showdown,meromelon,TheFatRat - Windfall,3430273,4.54,5.91
Voyager II,Havok,Theory of Everything 2,3447363,4.48,5.58
evolution of music,-,{dj-N} Evolution of Music,3460047,10.47,6.72
Chaoz Airflow,Sumsar,ParagonX9 - Chaoz Airflow,3471703,7.89,6.24
Uprise,ZenthicAlpha,EnV - Uprise,3489868,2.05,6.51
Bonus Level,TheKris,EnV - Bonus Level,3501697,7.15,4.90
Golden Haze,ViPriN,Detious - Golden Haze (Prev),3541441,7.51,6.45
Speed Racer,ZenthicAlpha,ParagonX9 - Chaoz Impact,3543219,1.81,6.98
Astro Agent,Rob Buck,Mega Man 2 Dr. Wily Elite,3626475,4.26,6.19
Teatherd soul,Rek3dge,Theory of Everything 2,3644547,8.42,6.41
WOOGI Fantasy,WOOGI1411,F-777 - Adventure Fantasy,3656240,7.12,6.55
trance impact,jct,ParagonX9 - Chaoz Impact,3679314,1.97,5.73
up speed,nether,EnV - Uprise,3714218,4.38,5.94
Center of Existence,DaddePro,{dj-N} Center of Existence,3794684,12.33,5.14
Final Battle,nether,-Final Battle-,3804116,3.08,5.11
R U I N S,SH3RIFFO,Xtrullor - Supernova,3871978,3.60,5.77
Insomnia,Dako,Fijiwiji- Insomnia (F-777 RMX),3895847,2.19,6.48
winterbliss,Etzer,CC Winterbliss Remix,3916331,6.70,6.63
TOE III,CrisanGD,Theory of Everything 2,3932260,11.84,5.92
Nethercore,nether,Sinusoidal Depleneration,3942187,1.99,6.36
island of miracle,noobas,Sound of Infinity - F-777,3976156,8.04,5.71
Cataclysm,Ggb0y,At the Speed of Light,3979721,20.91,5.22
hell valley,Glouti,WILAY,4020457,1.79,6.41
Pearlescent,Rublock5,EnV - Pearlescent,4045128,5.42,6.20
Chaoz Memory,Memoried,ParagonX9 - Chaoz Impact,4094401,4.47,6.88
Theory of FirePower,Dorami,Dr. Phonics - Firepower,4115525,13.12,5.89
Silent clubstep,TheRealSailent,Clubstep,4125776,35.00,5.50
Breakthrough,Hinds,ParagonX9 - Infiltration,4158642,12.92,7.16
line land remake,noobas,-Time Machine-,4186786,7.23,6.00
TRANSIT,xcy7,Theory of Everything 2,4190996,3.16,6.30
S U P E R N O V A,OverZero,Xtrullor - Supernova,4191927,5.65,5.50
Ditched Machine,Jeyzor,Lets Bounce,4192768,11.20,7.14
Theory of Insomnia,Dorami,Fijiwiji- Insomnia (F-777 RMX),4217032,11.94,7.11
The Caverns,Pasiblitz,EnV - Uprise,4218933,12.17,5.87
Fire Aura,EDSJustin,~{Fire Aura}~,4219194,8.39,5.20
Electrodynamix II,iv4n24,{dj-N} Electrodynamix,4225700,11.91,5.20
Megaman Dynamix,Pollapo,Mega Man 2 Dr. Wily Elite,4232282,5.25,5.86
Mind Control,Lalter,~EnV~Heaven Rd. 2 (Ng mix),4234939,10.82,6.56
Intercept,ViPriN,{dj-N} Intercept 2,4236336,8.19,6.74
Cosmic Dreamer V2,Toxic GD,Legend of heroes,4245095,4.71,6.22
Power Factory,nether,~EnV~Heaven Rd. 2 (Ng mix),4257817,5.73,6.10
Nine Circles,Zobros,NK - Nine Circles,4284013,11.27,6.50
Club Impact,Gelt,ParagonX9 - Chaoz Impact,4302478,6.87,5.09
INSERT COIN,Etzer,EnV - Bonus Level,4318253,6.82,6.34
Crystal of Miracle,WOOGI1411,{dj-N} Center of Existence,4364121,12.99,6.86
Clubstep X,Evasium622,{dj-N} Club Step,4386236,12.00,4.00
clubstep part 2,WhitePartyhat,{dj-N} Club Step,4390408,5.68,6.38
Royal Fungus,Pollapo,-Love shuttle-,4449165,5.95,5.71
Affright,Vermillion,NK - Nine Circles,4449600,10.89,6.74
The Hell World,MidNight2,Fijiwiji- Insomnia (F-777 RMX),4480217,7.26,5.55
INTERCEPT,Iid4sh3riI,{dj-N} Intercept 2,4486678,9.53,6.07
Blue Marine,ChaozAF,ParagonX9 - Blue Marine,4500994,11.52,6.71
Curse Calling,Minesap,-Control: Mind-,4524796,12.12,6.04
Stalemate,Nox,KzX - Stalemate,4545425,15.36,5.98
Demonic Uprise,SUOMI,EnV - Uprise,4552000,4.80,6.51
Sentinel,Angelism,~EnV~Heaven Rd. 2 (Ng mix),4586988,4.90,4.88
simple walk,pg1004,Clubstep,4665618,8.52,6.35
Uranus Fantasy,GuraNuS,F-777 - Adventure Fantasy,4666989,2.15,6.05
Solar Skyline,nether,Solar Rain,4668582,4.31,6.54
The Final Hour,Vlacc,The Final Hour,4683194,11.66,7.81
Supersonic,ZenthicAlpha,Ludicrous Speed - F-777,4706930,16.88,5.48
Lava Temple,Michigun,Silent Hill (Dubstep),4727649,9.10,6.27
Chaotic Hell,MrSaturnuz,Dr. Phonics - Firepower,4731566,10.73,7.11
Neon Overdrive,Ggb0y,Cosmic Dreamer,4744205,13.25,4.82
chaoz impact,Iid4sh3riI,ParagonX9 - Chaoz Impact,4751069,2.79,5.60
Hellaven,Clasi,~EnV~Heaven Rd. 2 (Ng mix),4780130,8.90,6.90
WOOGI Jumper,WOOGI1411,Jumper,4785039,7.24,7.35
insomnia dreams,Iid4sh3riI,Insomnia Dreams,4801106,9.88,5.62
Theory of Dynamix,nether,{dj-N} Electrodynamix,4822612,6.88,6.00
Aqueous,WOOGI1411,EnV - Uprise,4831539,6.70,6.31
Critical Mass,Twoots,Haunted,4855709,6.77,5.55
Dr Raszagal Pheonix,Raszagal,Dr. Phonics - Firepower,4869516,14.12,6.40
Crunchy Apple,TheRealDarnoc,"Wobbly Tooth, Crunchy Apple",4869657,4.97,6.07
Snow temple,Evasium622,Silent Hill (Dubstep),4876299,9.01,5.66
Golden Haze,dhk2725,Detious - Golden Haze (Prev),4879498,4.21,7.00
Mystic Impact,Rabbitical,Operation: Evolution,4897287,11.00,8.09
partyt r igng,Iid4sh3riI,Partyt r Igng!,4924197,2.75,6.00
Inferno Unleashed,Toxic GD,Inferno Unleashed,4952765,8.60,7.13
Paladin,ASonicMen,EnV - Paladin,4953315,7.57,6.82
comeback of cycles,yakine,Cycles,4955272,8.34,6.71
Castlepania,Xeraton,At the Speed of Light,4956616,7.56,4.88
Windy Landscape,WOOGI1411,TheFatRat - Windfall,4957691,15.66,7.37
Party Terror,Rob Buck,Partyt r Igng!,4967525,7.67,6.67
Nether Sector,nether,F-777 - Sonic Blaster,4976170,8.44,5.76
SunRise,RoWey,Backstabber - F-777,5006589,7.77,5.09
Sparks Fury,noobas,-Lightspeed-,5026733,12.34,7.11
Vee,Mazl,EnV - Vee,5038650,14.23,6.62
resident evil,noobas,Resident evil Theme,5051553,7.06,6.38
FuryStep,ZenthicAlpha,Dr. Phonics - Firepower,5097836,11.16,6.64
Speed of Light,TheRealSalad,At the Speed of Light,5098465,2.06,5.80
Nitrox Tesla,Rob Buck,Infernoplex,5117594,7.50,5.63
Vibrancy,PTB10,Partyt r Igng!,5118127,8.35,6.26
Severe winter,noobas,-Village up north-,5147922,10.20,5.22
Chaoz Airflow,Juffin,ParagonX9 - Chaoz Airflow,5154031,12.00,2.67
Acropolis,Zobros,-Final Battle-,5155022,17.21,6.23
From the Future,Jo2000,EnV - Uprise,5176088,13.40,4.60
Soulwind,ViPriN,Aztech + Lockyn: Soulwind,5206452,11.91,6.89
Theory of OverTime,OverZero,touhou: night of nights,5208291,13.63,5.89
Hyper Fantasy,Ggb0y,Super Hyper Can Can,5211986,3.82,6.23
Death Note,Ruf,Death Note Dubstep [SB],5232805,16.17,3.97
ELECTRODISE,Etzer,-API- Paradise on E [REMIX],5239468,4.26,6.26
Database eRrOr,Goodbye GD,F-777 - Sonic Blaster,5247526,9.84,4.56
Fake A Doom,LunarSimg,TheFatRat - Unity,5298076,15.90,7.71
Fairydust,mkComic,NK - Fairydust,5310094,13.63,5.81
9Step,Hinds,Clubstep,5312529,16.14,5.82
Demonic Burst,Venomite,Sunset Park Act 3 - (Sonic TT),5368720,10.90,7.24
Ethereal Circles,OverZero,NK - Nine Circles,5376097,5.84,5.61
System Split,Picha,System Split - F-777,5433594,6.70,6.96
Parallel Run,Dhafin,-Run!-,5439175,3.59,5.25
Death Theory,ZenthicAlpha,Theory of Everything 2,5490008,9.63,5.80
Ocean Scuba,Rob Buck,Clubstep,5499525,6.38,4.71
rhythmic machine,pg1004,Time Machine,5512519,12.68,6.14
ANOTHER,Gelt,At the Speed of Light,5547126,4.08,5.00
Dream Game,demondoomvn,This Game RmX Off Vocal,5550376,16.44,6.00
Lockout,Codex,Lockout,5635835,5.85,6.48
Cry of Soul,noobas,Aztech + Lockyn: Soulwind,5662685,6.75,6.00
Lets Bounce,Pasiblitz,Lets Bounce,5672754,13.69,5.81
Nitronic Chaos,Rek3dge,At the Speed of Light,5673017,14.53,4.29
Chrome Castle,DWShin,-=My Future=-,5678682,4.53,6.88
DemonTheory,Rabb2t,Theory of Everything 2,5730044,11.71,5.57
Steampunk,Vermillion,Helix - Archetype,5748587,10.03,7.26
Demon Swinging,KeiAs,Cane Swinging,5817047,10.18,4.88
FuryFunk,ZenthicAlpha,hamsin-makou,5841411,11.88,6.71
HyperioxX,Rlol,ParagonX9 - HyperioxX,5871862,12.09,6.60
Toxic Sewers,Superopi,-Toxic sewers-,5875660,7.07,6.43
The G Theory,Rob Buck,Theory of Everything,5887457,12.17,4.83
dynamo,yakine,Electrodynamix,5904080,7.17,6.75
Platinum Adventure,Jerry4,-Endgame-,5904109,1.04,5.78
Dark Ruins,Angelism2,Base After Base,5974129,6.48,5.50
Haunted World,KeiAs,-Haunted woods-,5992194,11.00,6.50
pandemonium,aurumble,The Final Hour,6034351,13.29,6.86
Cosmic Overdrive,Madman123,Cosmic Dreamer,6078988,6.65,5.90
Flaklypa,Insendium,Rameses B - Flaklypa,6091800,13.12,6.46
Theory Drive,Espii,Theory of Everything,6143790,12.60,7.60
Flaklypa,LinkTheGamer,Rameses B - Flaklypa,6149653,11.46,6.25
Tuxedo,ViPriN,Tuxedo Lightsaber Battle,6179338,6.73,6.26
Five nights Pollapo,Pollapo,{Midnight},6199083,1.90,5.66
Switchblade,Twoots,SwitchBlade(WIP),6265506,17.85,6.41
Forsaken Neon,Zobros,Forsaken Neon,6300721,12.21,5.14
Insomnia v2,Nox,Fijiwiji- Insomnia (F-777 RMX),6320718,11.00,5.23
Toxic Numbers,CubeDasher,ParagonX9 - No. 5 (NG Edit),6341294,8.03,7.46
The Big Black,alexANDgame,The quick brown fox-the big bl,6395545,12.01,5.63
The Shredder,Sandstorm,-The Shredder-,6404795,17.19,6.70
Radio Breakers,Terron,-RadioCutter-,6427738,10.53,7.00
colorghasm,WhitePartyhat,Dr. Phonics - Firepower,6443105,14.99,4.58
Sector 13,joarZ,Astronaut - 13 (Rukkus Remix),6452130,6.23,6.42
Theory of visible v2,BlueLite,Theory of Everything 2,6452955,8.11,3.90
Rabb2t,ZenthicAlpha,Ludicrous Speed - F-777,6487910,13.22,5.62
Carbon Faze,Rob Buck,Explore The Core,6515632,14.08,3.85
Countdown,Zechla,Fijiwiji- Insomnia (F-777 RMX),6519424,8.24,6.00
Redux,LinkTheGamer,Redux,6548190,12.34,6.90
The Realistic,softable,Realistik - 211,6664095,8.01,5.69
Crispy road,Z3nithGD,F-777 - Crispyness,6770675,5.13,7.14
Face Of Death,DarkZoneTV,NK - Nine Circles,6789729,7.20,4.40
Wobbly Teeth,Minesap,"Wobbly Tooth, Crunchy Apple",6790485,4.81,5.59
Brutal Velocity,Rob Buck,-Velocity Wings-,6874828,12.91,4.22
Figures,Glittershroom,~NK~ Figures,6892453,7.59,4.90
Glitch Gremlin,Evasium622,Bossfight - Glitch Gremlin,6894292,9.78,6.86
Toxic Ruins,Ggb0y,-Toxic sewers-,6918236,10.21,6.27
Hexagon force v6,Noriega,Hexagon Force,6919968,15.50,6.68
Jawbreaker,ZenthicAlpha,NK - Jawbreaker,6939821,11.22,6.41
Astronaut 13,Minesap,Astronaut - 13 (Rukkus Remix),6988264,13.04,6.06
SpeedCore,XTHANEX,Realistik - 211,6993777,14.73,5.52
Headrush,Toxic GD,"~NK~ ""Headrush""",6996731,12.61,5.96
classic,VERSU5,NK - Classical,7002072,15.58,5.25
Horntail Cave,KeiAs,{Kavi} Horntail (Dnb Mix),7005127,15.35,5.54
Speed of Light II,TheRealSalad,At the Speed of Light,7016598,5.99,6.14
Silhouette,Havok,~NK~ Figures,7018102,13.14,5.07
Xarostep V3,Xaro,Dr. Phonics - Firepower,7032942,7.38,6.70
Poltergeist,Andromeda GMD,NK - Poltergeist (OLD mix),7054561,15.86,5.30
Jawbreaker,ViPriN,NK - Jawbreaker,7075386,12.39,5.64
shambler,loogiah,NK - Fairydust,7079009,12.92,4.95
Problematic,Dhafin,~NK~ Problematic,7116121,3.14,6.30
Dark Disco,Jeyzor,Iridium,7172363,13.40,7.13
The Ultimate Phase,Andromeda GMD,The Final Phase,7174110,21.36,4.84
Infiltrated,TrueNature,ParagonX9 - Infiltration,7179833,8.07,7.12
Ember,noobas,F-777 - Viper (Full),7185094,10.68,6.27
Classical,Hakkou,NK - Classical,7203561,11.60,5.21
Crystal Power,Picha,{dj-N} The Power,7237145,11.19,5.00
Another Cataclysm,Findexi,At the Speed of Light,7251782,12.39,5.71
Final Theory X,Evasium622,{dj-N} Theory of Everything XL,7272077,12.71,6.57
Swing Squad,Zobros,Cane Swinging,7285206,16.45,5.64
Classical,RayOriens,NK - Classical,7294616,14.94,3.46
HyperZone,LinkTheGamer,ParagonX9 - HyperioxX,7349924,12.67,6.50
Crystal fall,Gelt,Lockout,7377848,6.99,6.70
Sunny Happiness,mkComic,Hare Hare Yukai (RMX),7378963,17.40,4.60
Neonbreak,Zelda9912,ParagonX9 - Infiltration,7411592,12.50,7.50
Sequence,WOOGI1411,Sequence WIP,7456327,16.77,7.26
Hot Pursuit,Rob Buck,-Lightspeed-,7475586,12.43,4.83
One More Thing,Usermatt18,Zenith - One More Thing,7481428,6.91,6.50
FuryDynamix,ZenthicAlpha,ParagonX9 - Infiltration,7564845,16.00,7.17
Radioactive,ViPriN,-Radioactive-,7570320,11.80,6.94
Cataclysmic drive,TheRealArtee,At the Speed of Light,7573669,12.44,4.81
SkyLine,loogiah,EnV - Uprise,7601394,11.00,5.00
Evil,IiDeaychawooiI,~NK~ Evil,7614092,7.18,5.35
Arcanum,Legacy,Redux,7647271,13.98,6.18
Fear Me,CrisPy Dash,~NK~ Fear Me (NGADm Entry),7705437,6.88,6.08
radioactive,Iid4sh3riI,-Toxic sewers-,7710736,7.10,6.44
ClubStep Nightmares,Zobros,{dj-N} Robotic Nightmares,7723236,16.94,5.83
ElectroMan II,noobas,-Electroman Adventures V2-,7736998,8.93,6.71
Cyborg Rhythm,Rob Buck,{dj-N} Robotic Nightmares,7746758,6.64,5.67
The Bridge,T3mpl4te,Detious - Golden Haze (Prev),7750113,12.86,7.00
The Mechanism,TriAxis,-RadioCutter-,7757896,6.38,7.13
Acceleradiant,BIANOX,Be Gone Mr. Gawne,7791745,7.78,6.13
Mega Buster,Terron,Dr Wilys Stage 1 (Remix),7833763,6.83,7.75
Liberation,Pwnzified,Level One,7859839,4.67,6.78
Crimson Flare,Toxic GD,Redux,7880934,15.14,6.71
Grey Trap,Clasi,Silent Hill (Dubstep),7887341,10.42,5.98
Mechanic Megaforce,TecHNeT,Tuxedo Lightsaber Battle,7892386,13.20,7.20
Demonic Morning,Leksitoo,-Glorious morning-,7896684,6.76,5.52
Colorful OverNight,WOOGI1411,Tobu - Colors,7899562,16.89,7.88
The Nightmare Realm,EternaswipVMAX,The Final Phase,7930156,8.66,5.80
Regret,ViPriN,{dj-N} Regret,7933030,12.92,7.91
QuantumDynamix,Noriega,Electrodynamix,7980929,12.75,5.14
Bass Knight,ASonicMen,Bass Knight,7990996,12.78,5.22
Chaos,Oskux,Helix - Archetype,8013205,9.00,5.50
Reunion,DaddePro,Collain - Reunion,8067501,6.62,5.55
Frozen Space,Aquatias,Theory of Everything 2,8091369,16.07,6.62
Area 13,Hakkou,Astronaut - 13 (Rukkus Remix),8102077,12.33,2.67
Down Bass,Spectruh,~NK~ DEV-BassDownLow Remix,8147005,23.86,5.18
Plasma Pulse,Giron,Show No Tears,8148420,15.71,5.77
effot,ozpectro,Summer Breeze,8164555,16.03,5.57
Milk Party Hype,nasgubb,Bossfight - Milky Ways,8180481,7.36,4.58
Overpowered,T3mpl4te,{dj-N} The Power,8192994,10.86,6.82
Fairy Dynamix,kukizi,NK - Fairydust,8220839,11.89,5.00
Infrared,Giron,ParagonX9 - Red 13,8237474,15.78,5.97
Archetype,dudley,Helix - Archetype,8254106,3.97,7.00
Spaghetti Slide,Namtar,Spaghetti On The Side,8263366,12.75,6.57
Hazardsector Reborn,Tippymang0,Xtrullor - Supernova,8293161,7.77,5.56
Melody of Violins,WOOGI1411,Dance Of The Violins,8304817,15.64,7.18
Venom,TriAxis,-Toxic sewers-,8341059,7.63,5.93
fractured circles,artimiel,~NK~ Fracture,8418966,6.72,5.55
Dangerous ClubStep,BPbungis,{dj-N} Club Step,8460565,11.10,6.33
Toxin Lab II,Xaro,Xtrullor - Supernova,8469744,3.67,6.75
UltraSonic,ZenthicAlpha,F-777 - Sonic Blaster,8491232,18.04,6.29
Demon Dawn,Experience D,Astronaut - 13 (Rukkus Remix),8492247,5.67,7.14
Forbidden sector,aurumble,Ludicrous Speed - F-777,8582239,17.33,4.50
Flirt Drive,hyp3rdemente,Flirt Flirt Oh It Hurts,8590714,14.00,6.86
SoundWave,Toxic GD,Bass Knight,8638730,8.01,6.96
GlowRoad,Angelism2,Bossfight - Milky Ways,8651420,7.33,7.00
Death Moon,Caustic,Death Moon,8660411,3.79,7.79
Crimson Chamber,ZenthicAlpha,Dark Angel - F-777,8692100,14.57,6.08
Chaoz Airflow,NiceNike,ParagonX9 - Chaoz Airflow,8693225,9.26,5.61
Sine Wavs,Dorami,NK - Sine Wavs,8723596,15.82,5.71
Voluto,RealSoulDash,Voluto,8809366,7.70,6.83
MoltenPunch,loogiah,Wonderpunch,8817742,6.85,6.42
Lunar Dream,HotoCot,Duality,8839598,6.60,6.70
Dark Sea,Mazl,EnV - Pearlescent,8852851,8.33,4.75
Rainbow Dust V2,Tygrysek,~EnV~Chaoz Fantasy RMX,8856092,8.37,5.76
Snow v2,KeiAs,-Snow!-,8887523,11.40,5.37
Stabber,DesTicY,Backstabber - F-777,8892132,12.18,8.20
Radiotion,DWShin,-RadioCutter-,8932480,5.44,7.25
Sadness,IHogartI,-=My Future=-,8947679,8.63,6.42
Instant Reaction,ZenthicAlpha,Instant Reaction,8999272,8.16,7.50
Armageddon,Hakkou,{dj-N} Intercept 2,9004118,13.18,6.08
Rain Hell,SwagzZilla,{dj-N} Rain Full,9029807,11.83,6.36
Grind District,Evasium622,-Grind District-,9042808,10.25,9.00
Sharp Road,pg1004,~EnV~Heaven Rd. 2 (Ng mix),9072281,13.60,3.80
Hyper Demon Mix,Enderloning,-RadioCutter-,9095806,8.57,6.20
Bye bye Mr Gawne,Lucoraf,Be Gone Mr. Gawne,9121065,4.61,5.10
ReActive,Codex,Instant Reaction,9138990,9.90,6.00
8o,Zobros,Jomekka - Eighto,9145341,16.86,5.06
Rebirth,TrueChaos,Infernoplex,9150564,5.29,5.38
Infinite Definition,Wolfkami,Sound of Infinity - F-777,9160753,9.00,5.50
Toxic Airflow,Surv,ParagonX9 - Chaoz Airflow,9202942,13.60,5.20
steam blaster,Pollapo,F-777 - Sonic Blaster,9227963,7.60,4.50
Future demoness,MaJackO,Xtrullor - Supernova,9229228,16.88,6.88
Devoid,Hdow,KzX - Stalemate,9240170,11.66,7.67
Resurrection,Hinds,Infernoplex,9287687,9.81,6.72
Party Crasher,Havok,Partyt r Igng!,9288334,4.02,5.32
Theory of Duality,LazerBlitz,Theory of Everything 2,9295715,11.90,7.11
